id,description
oSnYUfCGiCA_7_17,"The image shows a close-up view of a person's eye, with a focus on the eye makeup. The makeup includes a shimmering eyeshadow, and the person's eyelashes are visible. There is a watermark at the top of the image that reads ""www.youtube.com/ApropoMakeup."""
o_mWZWcm2r4_10_15,"In the image, a person is climbing a rock wall using handholds and footholds. The person is wearing a harness and appears to be in the middle of a climb. The rock wall is adorned with various colored handholds and footholds, and there are ropes attached to the top of the wall. The person is"
o_mWZWcm2r4_47_54,"In the image, a person is riding a bicycle in a parking lot. The text ""It's pretty easy to ride."" appears at the bottom of the image, suggesting that the person is confident in their ability to ride the bicycle. The parking lot is filled with various vehicles, including cars and trucks, and there are"
oeaVXK2GAyc_4_21,"A young child wearing a red shirt is holding a black cell phone to their ear, with an adult's hand reaching towards them from the right side of the frame."
ogcqFaNbah4_475_487,"The image shows a group of people on a stage, some of whom are raising their arms in the air, suggesting a celebratory or triumphant moment. The individuals are dressed in casual attire, and the setting appears to be a formal event or ceremony."
ok4cM6WTA5E_120_133,"The image shows a close-up of a person pouring a thick, red tomato sauce into a pot on a stove. The text ""TheBestSauces.com"" is visible at the bottom of the image."
ok4cM6WTA5E_142_150,"The image shows a close-up of a person's hand holding a white plate with a cartoon character on it. The plate is being lifted over a pot filled with shredded white ingredients, which could be rice or pasta. The text ""TheBestSauces.com"" is visible at the bottom of the image."
ok4cM6WTA5E_178_184,"The image shows a close-up of a pot on a stove, where a hand is pouring cooked elbow macaroni from a yellow container into the pot. The text ""TheBestSauces.com"" is visible at the bottom of the image."
omGWjiwxcTE_18_23,"The image captures a moment from a boxing match, where a boxer is in the process of being thrown to the ground by an opponent. The boxer is wearing blue gloves and a blue and white outfit, while the opponent is wearing red gloves and a red and white outfit. The scene takes place in a boxing ring, with"
omIPdpxg--4_39_46,"In the image, a man and a woman are standing on a street, with a crowd of people in the background. The man is wearing a yellow backpack, and the woman is wearing a black dress. There is a text overlay on the image that reads ""16 dias para construir un castillo de arena"""
onW5hJXnI5s_10_16,"In the center of the image, a black horse and its rider are captured in mid-air, leaping over a yellow and white obstacle. The rider, clad in a blue jacket and black pants, leans forward over the horse's neck, guiding it through the jump. The scene is set against a backdrop of a sandy"
onW5hJXnI5s_126_133,"In the image, a person is sitting on the ground in a sandy arena, while a dark-colored horse stands nearby. The person appears to be watching the horse attentively."
onxE6PpEXes_8_25,"In the image, two children are playing on a sandy beach near the water's edge. The child in the foreground is walking towards the water, while the other child in the background is standing in the shallow water. Both children appear to be enjoying their time at the beach."
otLEUwHao_E_140_151,"In the image, a man is passionately singing into a microphone on a stage. He is wearing glasses and appears to be deeply immersed in his performance. The background is dark, highlighting the man and the microphone as the focal points of the scene."
otvx5OZHTJc_1_22,"The image shows a person cutting a small fish on a white cutting board using a knife. The fish has a shiny, silvery body, and there is a small amount of liquid on the cutting board near the fish."
p3J3TAdKAYQ_0_10,"In the image, a small gray and white kitten is sitting on the floor in front of a blue and white bowl filled with cat food, while a larger black cat is approaching from the right side of the frame."
p69Q8lTkZTc_21_29,"In the image, a man is standing next to a blue car in a field with dry grass. The man appears to be gesturing towards the car, possibly explaining something about it. The car is stationary, and there are no other people or animals visible in the scene."
p69d3UBdpR8_98_109,"The image captures a close-up of a person's face, focusing on the eye area. The person appears to be in the process of applying eyeliner, as indicated by the presence of a black eyeliner pen in their hand. In the background, there is a pink wall, a mirror, and various personal care items"
p6T3XrnYtFk_4_13,"In the image, a goat is seen walking away from the camera on a dirt path. The goat's fur is a mix of gray and white, and it has two horns on its head."
p6cg2jWI34M_34_42,"In the image, two white polar bears are engaged in a playful interaction near a brick wall with a wooden door. One bear is standing on its hind legs, while the other is sitting on its hind legs, and they appear to be nuzzling or playing with each other."
p7IAuvd87hQ_12_19,"In the image, a black horse is pulling a blue cart with two children seated on it. The horse is walking on a paved path, and the children appear to be enjoying the ride."
p9g06ktIkJg_4_11,"In the image, a group of raccoons are huddled together on a grassy lawn. They appear to be resting or socializing, with some facing the camera and others turned away. In the background, there is a wooden structure, possibly a shed or fence, and some leaves scattered on the ground."
pDvzOLRLjPc_0_8,"In the image, a person dressed in protective gear, including a blue cap and gown, is interacting with two panda cubs in a cage. The person is holding a bottle and appears to be feeding the cubs, while the cubs are attentively looking at the person and the bottle."
pFSoWsocv0g_8_17,"The image shows two dogs lying on a red blanket, with a tripod positioned in front of them. The dogs appear to be resting or sleeping, and the tripod is likely used for photography or videography."
pGCRurvXQGM_45_56,"In the image, a man dressed in a light-colored shirt and dark pants is seen walking on a sidewalk. He is holding a walking stick in his right hand and appears to be in motion. The background consists of a grassy area with trees and a house visible in the distance."
pGsU4FekJQM_10_18,"The image shows a white dog lying on its back on a wooden floor. The dog's belly is exposed, and its paws are raised in the air. The dog appears to be relaxed and comfortable."
